0,0,0.8795910121664997
0,1,0.6484947624421995
0,2,0.635260175453583
0,3,0.635260175453583
0,4,0.5863940081109997
0,5,0.5863940081109997
0,6,0.5851497307018136
0,7,0.5538165632159443
0,8,0.5514896028662973
0,9,0.5253112989327706
0,10,0.5253112989327706
0,11,0.5212391183208888
0,12,0.5119312769223013
0,13,0.5049503958733608
0,14,0.46694337682912945
1,15,0.851085747883326
1,16,0.5941705594730453
1,17,0.5923171799101009
1,18,0.5305378611452838
2,19,1.4152303054047681
2,20,0.7912676910690355
3,21,0.3452781478671202
4,21,0.3452781478671202
5,22,1.075055681536833
5,23,1.0750556815368328
5,24,0.851085747883326
5,25,0.716703787691222
