5815680964442980352,5815680964231168000,5310714863796879360,5310714932516356096,3
5815711861420589056,5815711930140065792,5310170571181391872,5310179367274414080,5311308703155093504,4
5811134457075204096,5956573457150902272,5955830187290525696,3
5810769419214782464,5810769419214782464,5667217181092347904,3
5812845297168023552,79
5815680964457660416,5815680964453466112,3
5819111929330794496,5819111894971056128,5819111929330794496,4
5764607523034234880,5620492334958379008,5476377146882523136,5620492334958379008,5476377146882523136,16
5813584168981889024,5668343080999190528,3
5816908817266376704,5816913146593411072,7192727611338915840,3
5829302787212574720,3
5811332369168203776,5980780305148018688,12
5811722970673971200,5811722901954494464,5811722833235017728,5811722798875279360,4
5815118049979662336,5815118049442791424,3
5811895319121625088,5814710068888731648,5813584168981889024,4
5812852882560516096,5812281136241442816,3
5816846866658099200,8142508126285856768,8358680908399640576,8718968878589280256,8718968878589280256,3
5820796965260099584,5820805761353121792,3
5813411511296589824,5813411511296589824,5813411511296589824,4
5764607523034234880,5453296198792249344,6
5764607523034234880,5620492334958379008,5476377146882523136,5620492334958379008,21
5811740494140538880,5
5811719397261180928,5814147118935310336,9
5764607523034234880,5980780305148018688,5836665117072162816,5764607523034234880,9
5811728193354203136,5381801554707742720,5382927454614585344,3
5811719397261180928,5811728193354203136,5381801554707742720,5382927454614585344,3
5811740425421062144,5
5820902518376366080,5818527573260369920,3
5812294441842507776,5460051598233305088,5812291143307624448,5404319552844595200,5812291143307624448,3
5764607523034234880,5889445104199925760,5891147223898521600,5892845763205005312,5894086012321136640,3
5811146345544679424,5811146345544679424,10
5811740322341847040,6
5812277949168091136,4899916394579099648,5812281247702974464,3
5814037167772532736,5814041565819043840,5814050361912066048,3
5816904694097772544,5816837928000684032,5
5764607523034234880,5548434740920451072,3347601983971262464,5332261958806667264,3
5764607523034234880,5692549928996306944,6052837899185946624,5908722711110090752,3
5816821131214061568,162
5811740253622370304,18
5813992080011165696,5816820134781648896,4
5814009954859745280,5814009948417294336,5814009954859745280,5816851121360076800,3
5811718263389814784,5811718400828768256,5811718572627460096,8
5764607523034234880,4941011741178855424,3
5764607523034234880,7192723593933881344,3
5815114689167753216,5548434740920451072,5260204364768739328,16
5813983180033622016,5813983180033622016,5813983180033622016,6
5818522241863778304,5819085191817199616,10
5812299939400646656,5812277949168091136,5521781159576469504,5884902891205951488,5884924881438507008,6
5813434635400511488,5677913230207352832,4
5813411511296589824,5884906086661619712,5598373356463194112,5
5816846724118872064,6917529027641081856,6773413839565225984,5816851121896947712,3
5816816733167550464,5456528762977910784,5116089176692883456,4899916394579099648,5
5811719397261180928,5883776991299108864,6030319901049094144,6
5820800676111843328,5820800676111843328,4
5814577302859677696,5814577268499939328,3
5811722764515540992,5811722764515540992,3
5764607523034234880,5816398918748995584,16
5812845297168023552,5814147118935310336,3
5820902518376366080,5528611920661184512,5176324821708963840,4
5811722764515540992,5811722730155802624,5
5818518777167347712,5818087768609259520,4
5813021219028467712,5980780305148018688,3
5813983180033622016,5813983154263818240,5317062310064291840,5812852882560516096,3
5816820162698936320,5526337986146336768,3
5811718263389814784,5811718400828768256,5811718263389814784,3
5764607523034234880,5232056867097673728,4
5764607523034234880,5764607523034234880,5692549928996306944,8
5764607523034234880,3783397520944660480,3565463651020177408,3783325282994225152,3856018064936009728,3
5810583395591258112,5884911687298973696,6029026875374829568,4
5818553961539436544,5819683537938284544,5819679861446279168,10
5813408247121444864,5814147118935310336,3
5764607523034234880,6052837899185946624,5980780305148018688,6052837899185946624,6413125869375586304,3
5811718160310599680,5597806008463261696,3
5820796965260099584,91
5816931082376839168,7
5812317531586691072,5812335123772735488,5812357114005291008,5812370308144824320,5812357114005291008,3
5764607523034234880,5692549928996306944,5548434740920451072,5692549928996306944,4
5813992116786823168,5813992150609690624,5813992218792296448,3
5764607523034234880,6124895493223874560,6413125869375586304,6109031155342770176,6
5764607523034234880,5764607523034234880,5620492334958379008,5620492334958379008,5
5814059158005088256,51
5811718160310599680,5811718263389814784,5811718400828768256,5811718263389814784,3
5764607523034234880,5523101993016492032,3
5812844128936919040,4
5816838139284553728,5816838036205338624,3
5812290043795996672,5453718411257315328,5
5815680932018913280,5815680931750477824,5815680931213606912,5815680930676736000,3
5812844085987246080,8
5816820409659555840,31
5812281110264020992,5597806008463261696,7
5815680964444684288,5815680964444651520,5815680964442980352,14
5812844060217442304,8
5813992087795793920,5957531063059218432,3
5811187233633337344,5
5814147118935310336,5980780305148018688,3
5764607523034234880,5548434740920451072,3347601983971262464,5332261958806667264,3707885639329382400,3
5816824560745447424,6177116997701074944,4
5812843991497965568,3
5816820306580340736,37
5815680937656057856,6175405992252014592,6175406060971491328,6175406129690968064,3
5812843957138227200,4
5816820265778151424,5
5816820237860864000,14
5812281110264020992,5525181032065662976,5884906086661619712,5813411511296589824,5884906086661619712,3
5815680937656057856,5310714863796879360,13
5811332369168203776,5811895319121625088,7
5816820197058674688,6
5764607523034234880,4800071942684016640,4
5816820169141387264,159
5816820162698936320,177
5816873355044716544,8574853690513424384,8863084066665136128,3
5816820134781648896,88
5816820128339197952,12
5816824704626851840,5816824773346328576,5816824842065805312,5816824876425543680,8
5816833392234201088,5
5816820100421910528,8
5813983180838928384,5813983180033622016,5813983154263818240,5317062310064291840,3
5764607523034234880,6124895493223874560,6413125869375586304,6540241851771781120,3
5816398918748995584,5600226136635211776,4
5816820031702433792,4
5812281213343236096,5811718263389814784,5812281213343236096,4
5816398918748995584,5818650718562680832,5820339568422944768,5823154318190051328,3
5825406118003736576,6321227719237435392,6321227691093655552,4
5813584168981889024,5813992080011165696,5813992080011165696,4
5814147118935310336,5671157830766297088,5
5811895319121625088,5811895319121625088,17
5811165243400781824,5955852177523081216,5811736989447225344,5956986873522946048,4
5819086125167280128,7277816997830721536,3
5810574451237978112,5810583292512043008,5810580303214804992,5160353922382036992,10
5816843121446617088,5819086125167280128,7
5825406118003736576,6973718469866946560,6629298651489370112,3
5814009954859745280,5813992362673700864,5814577302859677696,5814577268499939328,3
5816838066001674240,5
5815118049174355968,5815118048637485056,4
5820796209345855488,3
5811722730155802624,5811722798875279360,5
5815680965036474368,5815680964768038912,5815680964231168000,6175405992252014592,4
5812303368395161600,14
5814045276670787584,5814059158005088256,5
5816837928000684032,5816837927757414400,3
5764607523034234880,3928601797477793792,3928601866824318976,3
5811722730155802624,5811722730155802624,4
5812281213343236096,5812281213343236096,5812281213343236096,3
5816837928562720768,12
5811718186021683200,3
5812291143307624448,69
5816837927757414400,5816837928562720768,8
5819089698580070400,6397248096836780032,6397248096836780032,5
5815695231307218944,5382795513219252224,5382804309312274432,3
5816837859843244032,3
5811722833235017728,5811719397261180928,8
5811722489637634048,14
5816816733167550464,5817942633074393088,4
5815680937656057856,5815680937656057856,5310714863796879360,10
5813411511296589824,5884906086661619712,5598373356463194112,5957531063059218432,5886036487694188544,3
5812281204960919552,3
5820813973330591744,6036986755444375552,4
5814014352906256384,5814014347000676352,5814014318546518016,5814009954859745280,3
5816824532828160000,6177116969783787520,9
5816891328159547392,5816900055533092864,5816908817266376704,4
5813021219028467712,5811895319121625088,8
5811722689353613312,11
5816838311083245568,5816868888029167616,5816868887760732160,5816868887223861248,5816868887760732160,3
5812304337447157760,5812317531586691072,5812335123772735488,5812357114005291008,5812370308144824320,3
5821465468329787392,6175401731644456960,5
5819138901725413376,11
5815273018842152960,137
5815680964444684288,5815680964444651520,5815680964442980352,5815680964231168000,6175405992252014592,8
5811722798875279360,16
5811718263389814784,5811718400828768256,5811718572627460096,5811718675706675200,8
5815680964442980352,5815680964231168000,6175405992252014592,9
5815680931213606912,5815680930676736000,5815680930139865088,3
5815680932555784192,5815680932018913280,3
5813584168981889024,5811895319121625088,5
5814551739214331904,4440939421776216064,4657112203889999872,4945342580041711616,5305630550231351296,4
5816266977353662464,3
5812294304403554304,5812852856310464512,6175402659357392896,5812862889354067968,9
5816824876425543680,5816824945145020416,5816824876425543680,3
5811718400828768256,5811718572627460096,5811718675706675200,5811718572627460096,5811718400828768256,6
5815698632921317376,66
5811719397261180928,5811714999214669824,4
5820339568422944768,5816398918748995584,5818650718562680832,5820339568422944768,5818650718562680832,3
5810602293447360512,5666487105371504640,5811736989447225344,6
5764607523034234880,5548434740920451072,6124895493223874560,5764607523034234880,5548434740920451072,4
5811723005033709568,5811722970673971200,5811722901954494464,5811722833235017728,5811722798875279360,4
5812317531586691072,5812281247702974464,3
5822489555768442880,6110719931920154624,6326892714033938432,6687180684223578112,3
5814006381446955008,5815132281353797632,5816258181260640256,5816821131214061568,5817947031120904192,3
