3746994889972252672,3746994889972252672,34
4683743612465315840,3819052484010180608,2989572115922944000,2989580912015966208,4508103226997866496,3854263244378079232,3853955381122301952,3853955381122301952,4506977327091023872,4467570830351532032,3
4827858800541171712,4291367494930661376,4827858800541171712,4827858800541171712,4367928688595959808,4827858800541171712,4827858800541171712,4467570830351532032,4
4007640718406320128,4007077768452898816,5620492334958379008,4369054588502802432,4323455642275676160,4367928688595959808,6
3458764513820540928,3499296910466875392,4
4323455642275676160,4367928688595959808,6
4146451862389784576,5
5594033687147577344,5548434740920451072,4363988038922010624,5520850193202806784,5520850193202806784,5520850193202806784,5520850193202806784,8
2993515308217532416,2994093307736358912,2993515239498055680,4
3789779086432272384,5476377146882523136,3280080680167407616,3281206580074250240,4942700591039119360,3784483838432903168,3785609738339745792,3
3492541511025819648,3492541511025819648,3492541511025819648,4
3419078844206809088,10
3963167672086036480,4827858800541171712,3142949589951184896,5376735005126950912,5692549928996306944,4007640718406320128,4007077768452898816,5620492334958379008,4369054588502802432,4323455642275676160,6
4827858800541171712,4367928688595959808,4827858800541171712,4827858800541171712,4467570830351532032,4827858800541171712,4827858800541171712,4654470214887407616,4
4003700068732370944,5188146770730811392,5
4755801206503243776,2882303761517117440,5
5044031582654955520,4971973988617027584,4683743612465315840,2630396851500613632,3
5692549928996306944,4007640718406320128,4007077768452898816,6
4002574168825528320,3963167672086036480,8
4005160220174057472,5375046155266686976,4509229126904709120,3
5188146770730811392,5188146770730811392,4000885318965264384,5332261958806667264,4
3355511575879352320,3859914734144847872,3859914734144847872,3642605420737986560,3642605400605327360,3642611654077710336,3
5116089176692883456,5116089176692883456,4003137118778949632,4003137118778949632,4003137118778949632,5332261958806667264,4146126406947962880,4146126406947962880,3
3891110078048108544,3891110078048108544,5260204364768739328,3
3503237560140824576,4827858800541171712,4827858800541171712,3602879701896396800,4827858800541171712,4827858800541171712,3789779086432272384,4827858800541171712,4827858800541171712,4
5476377146882523136,5476377146882523136,3932768374601285632,3891110078048108544,5188146770730811392,5188146770730811392,4000885318965264384,5332261958806667264,5332261958806667264,3098476543630901248,4
4000634630314131456,4
4827858800541171712,4827858800541171712,4467570830351532032,4827858800541171712,4827858800541171712,4654470214887407616,4870642997001191424,4870642997001191424,4
3386706919782612992,4755801206503243776,6
4141365796477599744,4141363322576437248,2986715756512673792,2986715756512673792,2986715756512673792,4141059857367171072,4141059857367171072,4
4075194712816877568,4143311657180856320,4652781365027143680,8
3354403268158554112,3359122372064968704,3359122372064968704,3858800344750358528,3858797630331027456,4
5188146770730811392,5188146770730811392,5188146770730811392,4323455642275676160,5520850193202806784,5520850193202806784,5520850193202806784,5520850193202806784,5476377146882523136,8
3417385580999213056,3416259681092370432,3417385580999213056,3891110078048108544,2911860955233124352,3746994889972252672,4
3642605420737986560,3642605400605327360,3642611654077710336,3858784436191494144,3860710780563357696,3
5229805067283988480,8
3640337864031469568,4794644753289314304,6
2991278557969252352,2990115549544972288,2990143861969387520,3
4508103226997866496,3854263244378079232,3853955381122301952,3853955381122301952,4506977327091023872,4467570830351532032,4509229126904709120,3
4971973988617027584,4971973988617027584,3646789798263259136,3602879701896396800,5332261958806667264,3746994889972252672,4
5476377146882523136,5476377146882523136,59
3355511575879352320,4
3861273730516779008,3819052484010180608,3499626763955208192,3859914734144847872,3355511575879352320,3859914734144847872,3859914734144847872,4
3066146503727775744,3066140284615131136,3066718249774219264,3
4323455642275676160,5836665117072162816,4323455642275676160,3
3634101434078724096,3634101434078724096,5
4365113938828853248,5
4512043876671815680,5692549928996306944,4149284204342935552,5376172055173529600,4511480926718394368,5620492334958379008,4005160220174057472,3
3859914734144847872,3861273730516779008,3861273730516779008,3819052484010180608,3499626763955208192,3859914734144847872,3355511575879352320,3859914734144847872,3859914734144847872,3642605420737986560,3
5260204364768739328,3929953624834179072,5013632285170204672,4971973988617027584,4
3963167672086036480,4868391197187506176,3
4971973988617027584,5476377146882523136,3
4007640718406320128,4007077768452898816,5620492334958379008,4369054588502802432,4323455642275676160,6
4611686018427387904,3929953624834179072,5332261958806667264,4075194712816877568,4143311657180856320,4652781365027143680,8
3851978686043521024,3851978665373990912,3851978905892159488,4214582000893296640,4
2989580912015966208,4508103226997866496,3854263244378079232,3
5692549928996306944,4007077768452898816,3963167672086036480,4005951868546056192,5476377146882523136,5157747473246060544,4004825968639213568,3
5188146770730811392,4323455642275676160,5520850193202806784,5520850193202806784,8
3280080680167407616,3281206580074250240,4942700591039119360,3784483838432903168,3785609738339745792,3785609738339745792,3
5188146770730811392,5188146770730811392,5188146770730811392,4323455642275676160,5520850193202806784,5520850193202806784,5520850193202806784,5520850193202806784,5476377146882523136,4363988038922010624,8
4797459503056420864,4797459503056420864,3
3785275486804901888,5260204364768739328,3929953624834179072,5332261958806667264,3430617016149475328,3386706919782612992,5476377146882523136,3572480404411645952,4
4004825968639213568,4827858800541171712,4827858800541171712,4107282860161892352,8
3819052484010180608,3642624848217243648,3646226848309837824,3859923530237870080,3862399630423621632,3356646271879217152,3861049430144712704,4
4827858800541171712,4827858800541171712,3503237560140824576,4827858800541171712,4827858800541171712,3602879701896396800,4
3360811221925232640,5
4971973988617027584,3646789798263259136,3602879701896396800,5332261958806667264,3746994889972252672,5476377146882523136,5260204364768739328,2920896619652055040,2922273208210030592,2923399108116873216,4
4467570830351532032,4467570830351532032,5332261958806667264,3
2988417683206176768,3
3138445990323814400,5161688122920009728,5116089176692883456,5116089176692883456,4003137118778949632,4003137118778949632,3
3783357938526060544,3789779086432272384,5
3569665654644539392,4971973988617027584,4146126406947962880,4
4611686018427387904,4899916394579099648,3784149586898059264,3746994889972252672,4611686018427387904,3929953624834179072,5332261958806667264,4075194712816877568,8
4323455642275676160,4323455642275676160,16
4971973988617027584,3530822107858468864,6
3789779086432272384,5476377146882523136,4798585402963263488,3784483838432903168,3789779086432272384,5476377146882523136,4942700591039119360,3785609738339745792,3
4467570830351532032,4467570830351532032,4467570830351532032,5332261958806667264,3
5332261958806667264,4467570830351532032,4
4005951868546056192,5476377146882523136,5157747473246060544,4004825968639213568,5332261958806667264,3891110078048108544,5116089176692883456,3963167672086036480,3
3785275486804901888,5260204364768739328,3929953624834179072,5332261958806667264,4
